"žive duše in le včasih pasjeglavce, ki so na noč zahajali",0
"vragov, ki so vsi s pasjeglavci zmenjeni. Daj mački kos mesa,",0
Noč se je bila storila; pasjeglavci pridejo domov in zagledajo kosorepo,0
pride: Morda bi me zasledili pasjeglavci in še huje bi mi,0
"naredi, kar zasliši zunaj govoriti pasjeglavce. Po sledu so bili za",0
sama noter prišla. Kmalu izvohajo pasjeglavci to luknjo in eden prikaže,0
"na klopi v kovačnici dvanajst pasjeglavcev, ki jih je hči pobila.",0
"je plela neki dan lepa deklica sama na njivi. Kar zagleda,",1
na kateri smreki čepi skrita deklica. Bodli so torej s svojimi,1
jo izruvali; tako jim je deklica prišla v pest. Zaprli so,1
"brusiti kremplje, da je bilo deklico strah. Nekoč posebno močno joka",1
"očetu bi šla rada, pravi deklica. Kako boš šla, ali ne",1
"mož dejal in izginil, da deklica ni vedela ne kdaj ne",1
sled in teče za ubežno deklico. Medtem je bila ona pritekla,1
"ti je mlada? jo nagovori dedec. K očetu bi šla rada,",1
"pasjeglavski grad nima vrat? reče dedec. Vem, ali jaz bi šla",1
"perje. Ustavil ga je šele volk: »Hej, kam tako hitro, saj",0
"gotovo ne bo,« je menil volk. Sla sta pod klanec gledat",0
"noge in je videl zajca, volk pa ga ni videl, ker",0
"pomagati,« je rekel kosmatinec, prijel volka, se postavil z njim na",0
"danes ni vrnil, pa tudi volkov ni več v naših gozdovih,",0
"odgovori, ga vidiš ali ne?« Volk pa ni odgovoril, ne zdaj,",0
sta opazila tudi zajec in medved ter mnogokrat nepovabljena hodila v,0
"omočil in ga ponudil začudenemu medvedu pod nos: »Vidiš, buča, ti",0
"Zbežati bo treba,« je vzdihnil medved. Zajec je strigel z ušesi",0
"tudi. Zajec je res spal, medved pa ne. Mislil je, da",0
"bolj buljile. Naposled se je medved ojunačil in zbežal, da so",0
"ne potem, ko ga je medved izpustil iz objema: kajti tako",0
"poslednjega je do smrti stisnil medved, ko mu je hotel pokazati",0
sta se srečala v ovsu. Medved je zarenčal nad dolgouhcem: »Poberi,0
"iz njega, tistega bodi oves!« Medved je zdrobil kamen v prah.",0
"k plotu in se spočijva.« Medved je smrčal, zajec tudi. Zajec",0
pod klanec gledat junaka zajčka. Medved se je postavil na zadnje,0
"da je bilo po njem. Medved je izbuljil oči, ko je",0
zorel. To sta opazila tudi zajec in medved ter mnogokrat nepovabljena,1
"se odtod, oves je moj!« Zajec je pomigal z ušesi in",1
"besedičenje je debeluhu zaprlo sapo, zajec pa je nadaljeval: »Buča, meniš,",1
"se spočijva.« Medved je smrčal, zajec tudi. Zajec je res spal,",1
"priložnost za beg. Pogledal je zajca in opazil, da ima odprte",1
"meni, skoraj bi me premagal zajec« »Dveh pa gotovo ne bo,«",1
"zadnje noge in je videl zajca, volk pa ga ni videl,",1
"meni, ko sem vendar z zajcem govoril in še celo poleg",1
ko mu je hotel pokazati zajca. Zato pa pri nas še,1
"a voda le ni pritekla. Zajec je udaril po kamnu, ga",1
"bo treba,« je vzdihnil medved. Zajec je strigel z ušesi in",1
"Medved je smrčal, zajec tudi. Zajec je res spal, medved pa",1
sta pod klanec gledat junaka zajčka. Medved se je postavil na,1
smrt bolna v neizmerno žalost kralja in vsega ljudstva. Ozdraviti pa,1
"poprosi, da ga peljejo pred kralja, ker je imeniten zdravnik iz",1
ter hoče ozdraviti bolno kraljičino. Kralj ga je hitro pustil do,1
je začel svitati beli dan. Vile so umolknile. Z veselim in,0
kako so se pogovarjale gorske Vile. Rekle so: »Tista kraljičina je ozdravela;,0
"črv pozemeljski!« Oglasi se neka Vila: »Da, da zares, previdne bodimo!",0
Dvema bratoma umrl je ljubljeni oče. Zapustil jima je precejšnjo svoto,1
"razdelita na dva jednaka dela. Mlajši brat pravi starejšemu: »Pojdiva v cerkev,",1
"brat pa trdi svojo, no starejši prav tako svojeglavno svojo. Skregala",0
"j cerkve, ostane vsa zapuščnina starejšemu. Šla sta iz mesta proti",0
"sta ga zagledala, dejal je starejši brat mlajšemu: »Glej glej, kako sva",0
"čakala dolgo, ko zagledata nekakega gospoda, ki jo je kaj naglo",0
"ni bil zares kak posveten gospod, bil je sam z 1",0
"kako sva srečna! Onega le gospoda poprašava, pa bo mir besedij;",0
"Vile. Pogovarjale so se o kraljičini tiste dežele, ki je ležala",1
"Naš popotnik izve, da se kraljičina bori že s smrtnim angeljem.",1
dežele ter hoče ozdraviti bolno kraljičino. Kralj ga je hitro pustil,1
"je snel od voza nekega kmeta, ki je prejšnji večer pripeljal",1
"ne prikrade v bližino kakšna lisica, ki bi jo nama pred nosom",0
"je po cesti prištorkljal star pastir, ki je gnal ovce na",0
voz troje koles in tudi kobilica vam nekam šepa. Lahko vam,1
"vlita zanjo.« Ko je bila kobilica podkovana, se je lotil še",1
"svetu,« je nekega jutra rekel Anže tovarišu, ki je delal pri",0
"brašna za na pot, je Anže vtaknil v žep staro podkev,",0
"bi se poslovila od domačih: Anže s podkvijo v žepu, njegov",0
"Drugi dan pa je rekel Anže: »Počijva malo, da se nama",0
"je gnal ovce na pašo. Anže mu je zastavil pot, privlekel",0
"pa ti poskusi srečo,« reče Anže prijatelju, ki je bil zavalil",0
"»Tale bo pravi,« je rekel Anže in brž potegnil iz žepa",0
"čutila na varnem, je rekel Anže: »Le kdo je tisti norec,",0
"nepotrebnem brusila pete,« je rekel Anže. »Ubogajva starčka, leziva v travo",0
"noči lovila. »Ježešna,« je vzkliknil Anže, »piška nama je ušla prav",0
"kot sta sklenila, je bil Anže na straži, njegov prijatelj pa je",0
"pa se je zdanilo, je Anžeta minil strah, pa se je z",0
bo spekla mlatičem za kosilo. Anže in njegov prijatelj pa sta z,0
po cesti. Bil je ubog berač z leseno nogo in njega,0
"jo vidva iščeta,« je rekel berač. »Najbolje bo, da kar precej",0
"ne maram, pa bi vzela ježa! se oglasi najstarejša zaničljivo. -",1
se deček spremeni v ježka. Jež pa nima mesta pri hiši.,1
"tudi on mesiti. -Beži no, ježek! Pravi mati nejevolna. V tistem",1
"priliki. Komaj mati reče sinu ježek, že se deček spremeni v",1
že se deček spremeni v ježka. Jež pa nima mesta pri,1
"pri hiši. Zato je tudi ježek-Janček odšel v gozd, tam si",1
"hruško. Grof počiva pod hruško, ježek-Janček pa si prične lepo žvižgati.",1
"žvižgati. - Kaj pa ti, ježek? ga vpraša grof. Zakaj si",1
"Lahko sem vesel, mu odgovori ježek-Janček, ker dobro vem, da vi",1
ni mogel iz velikega gozda. Ježek mu pokaže pot prav do,1
prav do doma. Drugi dan Janček-ježek že navsezgodaj pred grofov grad.,1
Dobro jutro! Dobro jutro! kriči Janček-ježek pred gradom. Po plačilo sem,1
"kaj naj napravijo, če pride ježek. Zato hitro zapro grajska vrata,",1
kaj bo sedaj počel revček ježek. Na grajskem dvorišču se je,1
"se ustraši in zleti z ježkom vred na okno, pri katerem",1
"gospodične grofičice, se oglasi zdaj ježek na oknu s korajžnim glasom.",1
"sede na voz, vzame ženina Jančka-ježka na krilo in tako se",1
pa stopijo pred oltar se ježek-Janček strese in pri priči spremeni,1
se je sprehajal velik petelin. Ježek-Janček to vidi in mu skoči,1
 Mati mesi kruh. Mali Janček vedno,1
"mesiti. -Beži no, ježek! Pravi mati nejevolna. V tistem času pa",1
"tudi ob tej priliki. Komaj mati reče sinu ježek, že se",1
"pa se, da gre nekoč grof na lov in zablodi v",0
"sede prav pod ježevo hruško. Grof počiva pod hruško, ježek-Janček pa",0
"pa ti, ježek? ga vpraša grof. Zakaj si tako vesel? -",0
"bi vzela ježa! se oglasi najstarejša zaničljivo. - Kralja čakam, de druga",0
"ženitev, prepusti ga meni, pravi najstarejša najmlajši sestrici nevesti. - Jaz",0
"zaničljivo. - Kralja čakam, de druga in se smeje. - Jaz",0
"ti si še otrok, pristavi druga. Janček pa vesel objame svojo",0
"si rešil mojega očeta, pravi najmlajša. Grof zapreže v najlepši voz",1
"Malemu Jožku se je sanjalo, da vidi",1
"bom vjel muho,« je silil Joško. »Jih znam sama bolje loviti,",1
"ne poreden,« se je branil Joško. »Kdo je bil pa včeraj",1
"kdo?« se je smejala lastavica. Joško je napravil majhno šobo, zameril",1
"lastavica. Zdaj je bilo pa Jošku preveč Namršil je obrvi, jezno",1
postajale vedno večje ... Toda Joško je kmalu videl samo še,1
"pogoltniti. In — — — Joško se je prebudil, ves trd",1
"poigrala!« »Ne grem,« je rekla lastavica. »Ti bom vjel muho,« je",0
"loviti, kakor ti,« je odgovarjala lastavica. »Pojdi!« »Ne grem.« »Zakaj pa",0
"našeškan, kdo?« se je smejala lastavica. Joško je napravil majhno šobo,",0
ve?« se je spet smejala lastavica. Zdaj je bilo pa Jošku,0
"da opazili, Ste muce zelo veliko spijo? Zdi se,",1
predejo nevidno volno? Motite se! Muce predejo naše sanje. Takoj ko,1
"da jih cvet komaj drži. Muca ve, kako izbirati in kaj",1
"bi ga pokazala mami in očetu. Tako je hitela, da je",1
"jo je božala in objemala,  oče ji je prinesel toplega",1
zraven nje zadremala še zaskrbljena oče in mama. A Taša tudi,1
"domov, da bi ga pokazala mami in očetu. Tako je hitela,",1
hotel iz njih. Nazadnje je mami potisnila v roko mokro rdečo,1
"tresla se je čedalje huje. Mama jo je božala in objemala,",1
"pet, in trenutek, ko te Urša pogleda s tistimi velikimi očmi.",1
"nato smrček, nazadnje pa je Naska z glavo odrinila vrata in",1
"že sredi sanj. Najprej je Naskin grobi jeziček izmil lepljivo peno,",1
"temo, ki je obdajala Tašo. Naska je pomignila s prvo zlato",1
belo liso na trebuščku. K Taši je prišla že pred petimi,1
"ceste. Tisti dan je bila Taša zelo srečna: za pohvalo, ker",1
Drvel je naravnost proti njej. Taša je od groze obstala kot,1
"velikih kot čoln, je pridrsala čarovnica, grda kot sodni dan. Sredi",0
"je tarnala, ko je začula čarovnico, kako je začela brusiti velikanski",0
in — ni je bilo. Čarovnica je vihala nos in kričala:,0
"mi je, pretkanka,« je zarenčala čarovnica, zajahala čarobno metlo in hajdi",0
pomoči in ko se zlobna čarovnica vrže iz visoke višave na,0
"bi jo v pajčevino povili. Čarovnica je kričala in vpila, a",0
so se dvignili vsi s čarovnico vred. Splavali so nad visoke,0
"morja — čof, so spustili čarovnico v vodo, sami pa so",0
"stopi bliže, da ji pomore. Lisica pa se ji globoko prikloni in",1
"priteče na pomoč toliko oboroženih palčkov, da bodo vso zemljo pokrili",1
se dvigne izza vsake bilke malček-palček in kmalu jih je bilo,1
"Barico ugrabila, zleze nanjo toliko palčkov kot mravelj in ji zveže",1
"bi z njo?« so ugibali palčki, a Barica je pogodila pravo.",1
"kar vrnili domov, kjer so palčki izvolili Barico, da jim je",1
"najsrečnejši, skoči iz grmovja mlad zajček preko ceste, pa se ujame",1
pot bo zame najboljša?« In zajček je dejal: »Na vse strani,1
"ostala sama s svojo mačko Mehkodlačko v tesni, napol podrti kolibici",1
beli stezici s svojo mačko Mehkodlačko. Ko ti hodi že dobro,1
se odpravi s svojo mačko Mehkodlačko naprej. Ali noč ju prehiti,1
"jim je kraljevala, in mačko Mehkodlačko, da jim je lovila miši,",1
"stala na razpotju s svojo muco in premišljevala, kateri utegne biti",1
Barico strašna groza. Pograbila je muco in planila z njo k,1
"si jo okrog glave, vzame muco v naročje in — ni",1
" Barica je bila majhna, uboga deklica.",1
"po zraku, kamor ti drago.« Barica vzame še lisičji rep, se",1
"pokrili kot roj zelenih kobilic.« Barica vzame še rog, ga skrbno",1
"pomoč, pa hajdi svojo pot. Barica je pobrala zajčev kožušček in",1
mogel dalje. Tudi njemu pomore Barica in jelen ji da v,1
"poganjalo ptičje perje na glavi. Barica se je izprva silno prestrašila,",1
Kraj peči pa je zapazila Barica kup človeških lobanj in na,1
človeku podobnega. Zdajci je obšla Barico strašna groza. Pograbila je muco,1
"»Nasadila me bo,« se prestraši Barica ter povleče izza predpasnika lisičji",1
ji je bila za petami. Barica pa ne pomišlja dolgo. Spusti,1
je kar vsa zemlja mrgolela. Barica jih milo prosi pomoči in,1
"višave na zemljo, da bi Barico ugrabila, zleze nanjo toliko palčkov",1
"njo?« so ugibali palčki, a Barica je pogodila pravo. Zavesljala je",1
"domov, kjer so palčki izvolili Barico, da jim je kraljevala, in",1
"deklica. Imela je le staro mamico, a ko ji je še",0
"je na velikanskem svetu živela babica. Bila je res velika, celo",1
podrl. Vse dopoldne si je babica veselo žvižgala in delala krofe.,1
tedaj je v kuhinjo vstopila babica. Hitro je skočila in čudežno,1
"bila precej precej manjša od dedka in vnučkov. Odločila se je,",1
je padel na tla. Ojoj! Dedek je pohlevno zlezel vase. Samo,1
in ga potisnila skozi vrata. Dedek je vzel še vroč krof,1
"precej manjša od dedka in vnučkov. Odločila se je, da bo",1
"je, da bo za te vnučke nekega dne naredila krofe. Zamesila",1
"so dedka in babico obiskali vnučki. Najedli so se slastnih krofov,",1
"nesreča na njivi. Pravi torej graščaku, naj stopi na njivo. Ko",1
"stopi na njivo. Ko pride grašdak na njivo in vidi, kako",1
"izpulili repo, jim gre pomagat. Graščak prime za služabnika, služabnik za",1
"tudi hlapca ni domov, pošlje graščakinja kuharico na njivo. Ko pride",1
"morejo izpuliti repe. Sedaj pošlje gospa služabnika, naj gre gledat, kaj",1
"Ker ni nikogar domov, začne graščakinjo skrbeti, ali se ni morda",1
repo. Sejal jo je grajski pisar. Ali glej! Iz tolikih zrn,1
zrasla ena sama repa. Grajska dekla jo je morala vsak dan,1
"Nekega dne pošlje grajska gospa deklo, naj gre repo izpulit. Dekla",1
"deklo, naj gre repo izpulit. Dekla gre na njivo in zgrabi",1
"izpuliti velikanske repe. Ker tudi hlapca ni domov, pošlje graščakinja kuharico",1
"repa še v zemlji, prime hlapca, hlapec za deklo, dekla za",1
"prime za kuharico, kuharica za hlapca, hlapec za deklo, dekla za",1
"hlapca ni domov, pošlje graščakinja kuharico na njivo. Ko pride kuharica",1
"kuharico na njivo. Ko pride kuharica na njivo in vidi, da",1
"na njivo in prime za kuharico, kuharica za hlapca, hlapec za",1
"izpuliti repe. Sedaj pošlje gospa služabnika, naj gre gledat, kaj se",1
"trem, da ni nikogar domov. Služabnik pride na njivo in prime",1
"pomagat. Graščak prime za služabnika, služabnik za kuharico, kuharica za hlapca,",1
Nekega dne pa je prišla miška in je vso mast pojedla.,0
"potem pa zavzdihnil in zašepetal: »Mama!« Ko je odprl oči, se",1
"nisem mogel zaspati, mi je mama skuhala kamilice.« »Meni jih tudi,«",1
"dnevu, kjer je otrok z mamo obiral dišeče kamilice. Smejala sta",1
drugem koncu vasi je živel starec. Sonja se je ogibala njegove,0
imeli radi opraviti z njim. Starec je največkrat sedel na klopi,0
te ošte¬val. Lepega dne pa starca ni bilo več na klopi.,0
v neki vasi živela deklica Sonja. Imela je čudovite svetlo modre,1
nekaj posebnega. Če jih je Sonja priprla in postrani pogledala skozi,1
tam strmoglavil na sredo izbe. Sonja je kar skozi okno zlezla,1
Odslej te bom klical kar Spominčica.« ln ko je Spominčica priprla,1
vonj me bo spominjal nate.« Spominčica je odrasla in se odpravila,1
"če ti kdo podari šopek spominčic, te ima zares rad in",1
črnini traku se je izrisala bolna gospa in ob njeni postelji otrok.,0
"plesali so in peli, le bled mladenič s starčevimi potezami je stal",0
stala ob razbeljeni tovarniški peči. Utrujen moški je metal premog - lopato,0
"leto? Najprej je bil samo Čas. In kadar ni vedel, kaj",0
nesreči kar odgriznil. »Tpfej!« je Čas izpljunil rep iz gobca. »Živijo!,0
"me pa zabavaj!« je ukazal Čas. »To pa lahko,« je rekel",0
"gubice. »Odslej mi je ime Leto,« je slovesno izjavil. »Spoštovani Čas,",1
da si ogledate moje dneve.« Leto se je spretno zvilo v,1
"dni, je začel nevljudno zehati. Leto se je ustavilo: »Kaj pa",1
— Zvečerilo se je in Sanja je morala v posteljo. K,1
"noč. Potem so vsi trije, Sanja, Mihec in Nina, pogledali skozi",1
"noč. — »Joj,« je vzkliknila Sanja, »danes pa pol lune manjka!",1
"»Ampak, kako?« se je začudila Sanja. »Najbrž,« se je domislil prebrisani",1
"ne bo je,« je rekla Sanja, »sami jo moramo poiskat.« »Sami",1
"posteljo. K sebi je stisnila Mihca in Nino, dvojčka iz cunj,",1
"Potem so vsi trije, Sanja, Mihec in Nina, pogledali skozi okno",1
"manjka! Poglejta!« »Res,« je rekel Mihec, »luna je vendar okrogla!« Nina",1
"je pokimala. Ker je bil Mihec njen dvojček, sta vedno mislila",1
"če ne bi bilo navihanega Mihca, bi bila zjutraj njena postelja",1
"»Najbrž,« se je domislil prebrisani Mihec, »aha, najbrž jo je nekdo",1
"sebi je stisnila Mihca in Nino, dvojčka iz cunj, ki sta",1
"vsi trije, Sanja, Mihec in Nina, pogledali skozi okno v temno",1
"Mihec, »luna je vendar okrogla!« Nina je pokimala. Ker je bil",1
"spijo,« je sedaj rekla še Nina. »Torej jo moramo najti in",1
"»Kaj misliš,« je žalostno vprašala Nina, »jo bo vrnil?«. »O ne,",1
s je se Očka Sanjo in njenim bratcem odpeljal na,1
"bi Nina včasih rada imela Sanjo samo zase, da bi se",1
"padeš, « mu je zaklicala Sanja. »Seveda, zelo pazi! « je",1
Nina sta se stiskala k Sanji in mižala od strahu. Doma,1
"rekla, da ni nič hudega. Ampak Sanji in cunjastima dvojčkoma se je",1
s svoje strani nekaj zašepetala Sanji v uho. In vsi trije,1
v roki kmalu pritekla nazaj Sanja. Z drugo roko je za,1
ne vrnem? « je vprašala Sanja. »Bova! « sta zapel v,1
"uspavanko! « Ko se je Sanja vrnila, je njen mali bratec",1
šla zraven tudi cunjasta dvojčka Mihec in Nina. Čeprav se skoraj,1
se sami igrali s punčkami. Mihec pa bi včasih rad zaspal,1
"pazi! « je prikimala Nina, Mihec pa ga je strahoma pogledoval",1
do avta držal v naročju. Mihec in Nina sta se stiskala,1
kolenom je moral popolnoma mirovati. Mihec je prijel Nino za roko,1
"je za drobceno roko držala Mihca, ta pa Nino, ki se",1
in ga od blizu opazovala. Mihec je z dlanmi zaslonil usta,1
z njim? « je rekel Mihec in zaupljivo prijel Nino za,1
"je s seboj vzela Nino, Mihca pa do jutra pustila pri",1
tudi cunjasta dvojčka Mihec in Nina. Čeprav se skoraj nikoli nista,1
"skoraj nikoli nista ločila, bi Nina včasih rada imela Sanjo samo",1
"zelo pazi! « je prikimala Nina, Mihec pa ga je strahoma",1
držal v naročju. Mihec in Nina sta se stiskala k Sanji,1
popolnoma mirovati. Mihec je prijel Nino za roko in ji nekaj,1
"roko držala Mihca, ta pa Nino, ki se je smejala na",1
"dlanmi zaslonil usta in rekel Nini na uho: »Brez skrbi, kmalu",1
"najlepšem redu, « je pomežiknila Nina. Takrat je v otroško sobo",1
"rekel Mihec in zaupljivo prijel Nino za roko. »Prav, « se",1
"roko. »Prav, « se je Nina strinjala, »zdaj pa mu zapojva",1
"prebudila, je s seboj vzela Nino, Mihca pa do jutra pustila",1
ga je lahko samo gledal. Bratec se še nikoli ni povzpel,0
"trije so skupaj odšli ven. Bratec, ki je ostal sam, se",0
"čakali, da ga lahko obiščejo. Bratcu je bilo prijetno, da se",0
"poškodoval koleno. »Joj, se je očka prestrašil, »Takoj gremo domov! «",1
"k maši, saj so včasih kralji in bogataši tudi hodili k",1
v kraljevičev grad. Kralj in kraljica sta bila zelo vesela in naredili,1
že zvijala in plazila kača. Kraljica se je prestrašila in je,1
"sinu rekla: »Da bi postal kača, ker ne ubogaš in ne",0
njej že zvijala in plazila kača. Kraljica se je prestrašila in,0
ga bo prosil. Kraljevič – kača – pa pravi: »Mati in,0
"kraljevič. živel je Nekoč Mati ga je zjutraj budila, naj",0
maši. Kraljevič pa ni vstal. Mati je že drugič prišla in,0
"bilo tako, da če je mati dete v kaj zaklela, je",0
vstane in gre k maši. Kraljevič pa ni vstal. Mati je,1
"denarja, kolikor ga bo prosil. Kraljevič – kača – pa pravi:",1
"rešiti. Rešila me bo junaška Vida, ki se bo danes rodila.«",1
"se bo danes rodila.« Zares, Vida je rasla, kraljevič pa je",1
"naprej kača. Ko je bila Vida stara štirinajst let, je zgodaj",1
e s t!« — veli Kurent ter gre dalje kričeč: »Sedem,1
Bog. Ker pa ni imel Kurent nobenega vinarja več — da,1
"to pa reče berač: »Ti Kurent, ti si res usmiljena dušica!",1
ha ha!« — zasmeje se Kurent — »kaj mi moreš neki,1
"bode kdo na nji!« — Kurent se je le norčeval, kakor",1
a berača ne ugleda nikjer. Kurent si misli: »Naj bo kar,1
"že zasolim!« — misli si Kurent. Vzame puško, pomeri, ustreli —",1
mož svojih besedij!?« — upije Kurent. Gospod pa se brani na,1
"pa prileze do srede, vzame Kurent goslice ter začne tako lepo",1
"in rotil še dolgo časa, Kurentu pa se je smejalo srce.",1
mu zavije vrat; kar spregovori Kurent: »Gospodje sodniki! Kdorkoli stoji na,1
"Njega privežejo h kolu, a Kurentu dajo goslice. Kurent zagode, a",1
"kolu, a Kurentu dajo goslice. Kurent zagode, a vsi sodniki in",1
"dejal, da ne dajajte mu!« Kurent jo je počasi pobrisal ter",1
"um, da bi tekel za Kurentom. Kurent je šel po svetu.",1
da bi tekel za Kurentom. Kurent je šel po svetu. Ustavi,1
Kar se domisli Smrt tudi Kurenta ter pride ponj. Reče mu:,1
"ter pride ponj. Reče mu: «Kurent, čas bi bil, da te",1
"»Prav imaš!« — odgovori jej Kurent: — »pa pojdi, pojdi na",1
"hoče lezti na drevo, a Kurent jo priveže z ono nitjo",1
"za zajutrek. Ko Smrtnik obljubi Kurentu, da ga ne pride več",1
poskusi tudi on kaj zna Kurent. Kurent ubode z šivanko v,1
tudi on kaj zna Kurent. Kurent ubode z šivanko v kovaški,1
koj se spravi v meh. Kurent pa zašije ono luknjico z,1
polomljen. Na to ga izpusti. Kurent pa je koval še mnogo,1
bi se upal iti po Kurenta. Čez nekaj let pa se,1
"— hrom-), da on pripelje Kurenta. Oj, kako so bili hudiči",1
"sijalo solnce upanja. Pride h Kurentu. Kurent pa govori: »Oj, kako",1
"solnce upanja. Pride h Kurentu. Kurent pa govori: »Oj, kako se",1
"joj: ustati ne more več. Kurent pa se smeje, greje železo,",1
"Z železom mu je odžgal Kurent še drugo nogo, tako da",1
"upil, prosil, klel — a Kurent se je smijal in —",1
"se je naveličal življenja tudi Kurent. Nekega dne reče: »Videti moram,",1
"prebodejo duri skozi in skozi. Kurent pa si misli: »Čakaj, moram",1
na svetu počel preveč neumnosti. Kurent pa de: »Na malo vina,1
"pa vendar vzameš od grešnega Kurenta, — a razkoračiti se moraš",1
"Peter vzame, se razkorači a Kurent uteče skozi 'koračo' v nebesa.",1
"svojem!« Tako, vidite, prišel je Kurent v nebesa: sleparil je na",1
"Tam na nekem pašniku ugleda gospoda, ki je streljal velikega ptiča,",1
je pa bil sam Gospod Bog. Ker pa ni imel Kurent,1
"bil, da te peljem k Bogu!« — »Prav imaš!« — odgovori",1
košek lepih jabolk. Poneseva jih Bogu za dar!« Smrt hoče lezti,1
"svojemu.« Sv. Peter ga zatoži Bogu, ki ga pa pokrega: »Ej,",1
"ne, pa ne pojdem!« Se-ve hudiču je bilo to vrlo lehko",0
"k nebeškim vratam, a sv. Peter mu ni hotel odpreti češ:",1
"moraš če hočeš piti!« Sv. Peter vzame, se razkorači a Kurent",1
"jaz sem na svojemu.« Sv. Peter ga zatoži Bogu, ki ga",1
"ki ga pa pokrega: »Ej, Peter, grlo, grlo te je opravilo!",1
"in jedno suknjico!« Sreča ga berač, ki mu pravi: »Če si",0
"vinar pa sem daroval potrebnemu beraču!« Se ve, da se mu",0
"No, zato pa ga nadlegujejo berači drug za drugim; vsakemu da",0
za mili dar še jeden berač — ki je pa bil,0
"suknjico. Na to pa reče berač: »Ti Kurent, ti si res",0
zagleda železno stolico -- a berača ne ugleda nikjer. Kurent si,0
"suknjico, katero je daroval tistemu beraču, poskoči na njo ter pravi:",0
mnogo let. Kar se domisli Smrt tudi Kurenta ter pride ponj.,0
"Poneseva jih Bogu za dar!« Smrt hoče lezti na drevo, a",0
"ni umrl na svetu nihče. Smrt ga prosi, zdihuje, da bi",0
"se je kadilo za njo. Smrtnik (-njen mož-) pravi: »Čakaj, čakaj,",0
"palico že za zajutrek. Ko Smrtnik obljubi Kurentu, da ga ne",0
in poprosi ju za kračo. Volk in medved se je usmilita,0
"po panj, da praznujejo god. Volk gre, odkoplje zemljo in ne",0
ki je nesel kos slanine. Volku in medvedu se zdi za,0
ter ne gre več dalje. Volk in medved pa prideta na,0
"na levo, drugi na desno. Volk pride do konj, ki so",0
bila lisica dobila v pest. Volk in medved prideta skoraj ob,0
sirotko in potem prigrizniva sir.« Volk jo uboga in pije in,0
"shraniti panj za medvedov god. Medvedov god je namreč takrat, ko",0
kam je šla in zakaj. Medvedu in volku so se že,0
dokler je zarja ne prežene. Medved in volk prideta domov in,0
dokler je zarja ne prežene. Medved in volk prideta domov in,0
skrije globoko v svojem brlogu. Medved in volk prideta domov in,0
bila bogve kaj poštenega naredila. Medved in volk prideta domov in,0
"Kdo je bil zdaj tat? Medved in volk sta bila tiho,",0
"si jo je prisvojila lisica. Medved je šel na desno, prispel",0
"na desno. Volk pride do konj, ki so se pasli brez",1
" Lisica se odpravi na lov, a",1
ji verjameta in gresta sama. Lisica pa jo odkuri čez laz,1
drugi dan sama na lov. Lisica pa odhiti čez laz in,1
drugi dan sama na lov. Lisica pa odhiti čez alz in,1
