review,sentiment
"neki dan lepa deklica sama na njivi. Kar zagleda, da jih gre veliko krdelo $ smreki čepi skrita deklica. Bodli so torej s svojimi dolgimi sulicami ob deblih od $ tako jim je deklica prišla v pest. Zaprli so jo potlej v visok grad, $ da je bilo deklico strah. Nekoč posebno močno joka in boga prosi. Kar zagleda $ šla rada, pravi deklica. Kako boš šla, ali ne veš, da pasjeglavski grad nima $ in izginil, da deklica ni vedela ne kdaj ne kam. Storila je po njegovem $ teče za ubežno deklico. Medtem je bila ona pritekla že blizu do očetovega doma.",1
"mlada? jo nagovori dedec. K očetu bi šla rada, pravi deklica. Kako boš šla, $ nima vrat? reče dedec. Vem, ali jaz bi šla skozi lino, pa me ta",1
"ga je šele volk: »Hej, kam tako hitro, saj vendar ne gori voda!« Kosmatinec $ bo,« je menil volk. Sla sta pod klanec gledat junaka zajčka. Medved se je $ je videl zajca, volk pa ga ni videl, ker je bil premajhen in se $ rekel kosmatinec, prijel volka, se postavil z njim na zadnje noge, ga dvignil visoko $ vrnil, pa tudi volkov ni več v naših gozdovih, kajti poslednjega je do smrti $ vidiš ali ne?« Volk pa ni odgovoril, ne zdaj, ne potem, ko ga je",0
"tudi zajec in medved ter mnogokrat nepovabljena hodila v goste. Nekega večera sta se $ ga ponudil začudenemu medvedu pod nos: »Vidiš, buča, ti si slabič. Če se te $ treba,« je vzdihnil medved. Zajec je strigel z ušesi in vse slišal. Debeluh je $ je res spal, medved pa ne. Mislil je, da se mu nudi ugodna priložnost $ Naposled se je medved ojunačil in zbežal, da so pete žvižgale in mu je $ ko ga je medved izpustil iz objema: kajti tako krepko ga je stisnil, da $ do smrti stisnil medved, ko mu je hotel pokazati zajca. Zato pa pri nas $ srečala v ovsu. Medved je zarenčal nad dolgouhcem: »Poberi se odtod, oves je moj!« $ tistega bodi oves!« Medved je zdrobil kamen v prah. Izpod krempljev so mu švigale $ in se spočijva.« Medved je smrčal, zajec tudi. Zajec je res spal, medved pa $ gledat junaka zajčka. Medved se je postavil na zadnje noge in je videl zajca, $ bilo po njem. Medved je izbuljil oči, ko je videl mrtvega tovariša: »Sam pogled",0
"sta opazila tudi zajec in medved ter mnogokrat nepovabljena hodila v goste. Nekega večera $ oves je moj!« Zajec je pomigal z ušesi in odvrnil: »Oves je tvoj, prav, $ debeluhu zaprlo sapo, zajec pa je nadaljeval: »Buča, meniš, da moraš vse ti požreti, $ Medved je smrčal, zajec tudi. Zajec je res spal, medved pa ne. Mislil je, $ beg. Pogledal je zajca in opazil, da ima odprte oči. Čakal je še dolgo, $ bi me premagal zajec« »Dveh pa gotovo ne bo,« je menil volk. Sla sta $ in je videl zajca, volk pa ga ni videl, ker je bil premajhen in $ sem vendar z zajcem govoril in še celo poleg njega ležal!« Brž je pobegnil $ je hotel pokazati zajca. Zato pa pri nas še miga dolgouhec v ovsu, pa $ le ni pritekla. Zajec je udaril po kamnu, ga skrivaj omočil in ga ponudil $ je vzdihnil medved. Zajec je strigel z ušesi in vse slišal. Debeluh je svetoval: $ smrčal, zajec tudi. Zajec je res spal, medved pa ne. Mislil je, da se $ klanec gledat junaka zajčka. Medved se je postavil na zadnje noge in je videl",1
"v neizmerno žalost kralja in vsega ljudstva. Ozdraviti pa bi se dala samo na $ ga peljejo pred kralja, ker je imeniten zdravnik iz tuje dežele ter hoče ozdraviti $ ozdraviti bolno kraljičino. Kralj ga je hitro pustil do sebe. Toda, ker je kraljičina",1
"svitati beli dan. Vile so umolknile. Z veselim in lehkim srcem zleze naš popotnik $ se pogovarjale gorske Vile. Rekle so: »Tista kraljičina je ozdravela; gotovo nas je poslušal kak $ Oglasi se neka Vila: »Da, da zares, previdne bodimo! Jaz zapovedujem da naj pridrvi",0
"umrl je ljubljeni oče. Zapustil jima je precejšnjo svoto denarja, da si ga sama",1
"dva jednaka dela. Mlajši brat pravi starejšemu: »Pojdiva v cerkev, tam si ga razdeliva in",1
"trdi svojo, no starejši prav tako svojeglavno svojo. Skregala sta se naposled prav do $ ostane vsa zapuščnina starejšemu. Šla sta iz mesta proti nekemu mostu; počakala sta na $ zagledala, dejal je starejši brat mlajšemu: »Glej glej, kako sva srečna! Onega le gospoda poprašava,",0
"ko zagledata nekakega gospoda, ki jo je kaj naglo mahal naravnost proti njima. Ali $ zares kak posveten gospod, bil je sam z 1 o d i, ki vtakne $ srečna! Onega le gospoda poprašava, pa bo mir besedij; on bo gotovo vedel take",0
"so se o kraljičini tiste dežele, ki je ležala na smrt bolna v neizmerno $ izve, da se kraljičina bori že s smrtnim angeljem. Hipoma se da prepeljati na $ hoče ozdraviti bolno kraljičino. Kralj ga je hitro pustil do sebe. Toda, ker je",1
"od voza nekega kmeta, ki je prejšnji večer pripeljal zelje v mesto. Prvi dan",1
"v bližino kakšna lisica, ki bi jo nama pred nosom ugrabila.« In tako kot sta",0
"cesti prištorkljal star pastir, ki je gnal ovce na pašo. Anže mu je zastavil",0
"koles in tudi kobilica vam nekam šepa. Lahko vam pomoreva, saj imava pri sebi $ Ko je bila kobilica podkovana, se je lotil še voza. In ko je pomeril",1
"nekega jutra rekel Anže tovarišu, ki je delal pri mojstru nekje zunaj mesta. »Nič $ na pot, je Anže vtaknil v žep staro podkev, njegov prijatelj kajpada pa ni $ poslovila od domačih: Anže s podkvijo v žepu, njegov prijatelj pa s kolesom, ki $ pa je rekel Anže: »Počijva malo, da se nama poleže lakota.« Sedla sta na $ ovce na pašo. Anže mu je zastavil pot, privlekel iz žepa podkev in dejal: $ poskusi srečo,« reče Anže prijatelju, ki je bil zavalil kolo zraven sebe v travo, $ pravi,« je rekel Anže in brž potegnil iz žepa podkev, vtem ko je njegov $ varnem, je rekel Anže: »Le kdo je tisti norec, ki bi od jutra do $ pete,« je rekel Anže. »Ubogajva starčka, leziva v travo pod tisti hrast in glej, $ »Ježešna,« je vzkliknil Anže, »piška nama je ušla prav v trenutku, ko sva imela $ sklenila, je bil Anže na straži, njegov prijatelj pa je zijal, zijal tako na široko, $ je zdanilo, je Anžeta minil strah, pa se je z odprtimi usti še on zvalil $ mlatičem za kosilo. Anže in njegov prijatelj pa sta z odprtimi usti kar naprej še",0
"Bil je ubog berač z leseno nogo in njega sta vprašala: »Povejte nama, mož, $ iščeta,« je rekel berač. »Najbolje bo, da kar precej ležeta v travo in čakata,",0
"pa bi vzela ježa! se oglasi najstarejša zaničljivo. - Kralja čakam, de druga in $ spremeni v ježka. Jež pa nima mesta pri hiši. Zato je tudi ježek-Janček odšel $ mesiti. -Beži no, ježek! Pravi mati nejevolna. V tistem času pa so se godili $ mati reče sinu ježek, že se deček spremeni v ježka. Jež pa nima mesta $ deček spremeni v ježka. Jež pa nima mesta pri hiši. Zato je tudi ježek-Janček $ Zato je tudi ježek-Janček odšel v gozd, tam si je pod votlo hruško izkopal $ počiva pod hruško, ježek-Janček pa si prične lepo žvižgati. - Kaj pa ti, ježek? $ Kaj pa ti, ježek? ga vpraša grof. Zakaj si tako vesel? - Lahko sem $ vesel, mu odgovori ježek-Janček, ker dobro vem, da vi brez moje pomoči ne boste $ iz velikega gozda. Ježek mu pokaže pot prav do doma. Drugi dan Janček-ježek že $ doma. Drugi dan Janček-ježek že navsezgodaj pred grofov grad. Prišel je na ogledi. - $ Dobro jutro! kriči Janček-ježek pred gradom. Po plačilo sem prišel. Dajte mi eno izmed $ napravijo, če pride ježek. Zato hitro zapro grajska vrata, odpro okna in opazujejo, kaj $ sedaj počel revček ježek. Na grajskem dvorišču se je sprehajal velik petelin. Ježek-Janček to $ in zleti z ježkom vred na okno, pri katerem so stale grofove hčerke. - $ se oglasi zdaj ježek na oknu s korajžnim glasom. Sedaj pa se le hitro $ voz, vzame ženina Jančka-ježka na krilo in tako se odpeljejo k poroki. Komaj pa $ pred oltar se ježek-Janček strese in pri priči spremeni v prekrasnega mladeniča. Sestri to $ sprehajal velik petelin. Ježek-Janček to vidi in mu skoči –smuk- na hrbet. Petelin se",1
" Mati mesi kruh. Mali Janček vedno sili k njej, ker hoče $ no, ježek! Pravi mati nejevolna. V tistem času pa so se godili čudeži bolj $ tej priliki. Komaj mati reče sinu ježek, že se deček spremeni v ježka. Jež",1
"da gre nekoč grof na lov in zablodi v gozdu. Dolgo išče poti, a $ pod ježevo hruško. Grof počiva pod hruško, ježek-Janček pa si prične lepo žvižgati. - $ ježek? ga vpraša grof. Zakaj si tako vesel? - Lahko sem vesel, mu odgovori",0
"ježa! se oglasi najstarejša zaničljivo. - Kralja čakam, de druga in se smeje. - Jaz $ ga meni, pravi najstarejša najmlajši sestrici nevesti. - Jaz ga vzamem. Saj ti si",0
"Kralja čakam, de druga in se smeje. - Jaz pa te vzamem za moža $ še otrok, pristavi druga. Janček pa vesel objame svojo nevestico in pravi: - Ti",0
"mojega očeta, pravi najmlajša. Grof zapreže v najlepši voz iskre konje, hčerka nevesta sede",1
"Malemu Jožku se je sanjalo, da vidi lastavico. »Pojdi sem,« ji je $ muho,« je silil Joško. »Jih znam sama bolje loviti, kakor ti,« je odgovarjala lastavica. $ se je branil Joško. »Kdo je bil pa včeraj našeškan, kdo?« se je smejala $ je smejala lastavica. Joško je napravil majhno šobo, zameril je. Toda še se je $ je bilo pa Jošku preveč Namršil je obrvi, jezno pogledal lastavico ter ji zabrusil: $ večje ... Toda Joško je kmalu videl samo še odprti kljun, ne kljun, žrelo, $ — — — Joško se je prebudil, ves trd od strahu. Ravno še pravi",1
"grem,« je rekla lastavica. »Ti bom vjel muho,« je silil Joško. »Jih znam sama $ ti,« je odgovarjala lastavica. »Pojdi!« »Ne grem.« »Zakaj pa ne?« »Zato ker si poreden.« $ se je smejala lastavica. Joško je napravil majhno šobo, zameril je. Toda še se $ je spet smejala lastavica. Zdaj je bilo pa Jošku preveč Namršil je obrvi, jezno",0
"Ste opazili, da muce zelo veliko spijo? Zdi se, da vsaj še enkrat toliko $ volno? Motite se! Muce predejo naše sanje. Takoj ko muca zapre oči in zaspi, $ cvet komaj drži. Muca ve, kako izbirati in kaj vplesti v tvoje sanje vsak",1
"pokazala mami in očetu. Tako je hitela, da je pozabila pogledati levo in desno. $ božala in objemala,  oče ji je prinesel toplega mleka in jo držal za $ zadremala še zaskrbljena oče in mama. A Taša tudi v sanjah ni imela miru.",1
"bi ga pokazala mami in očetu. Tako je hitela, da je pozabila pogledati levo $ njih. Nazadnje je mami potisnila v roko mokro rdečo cunjo - ostanek balona. Ni $ je čedalje huje. Mama jo je božala in objemala, oče ji je prinesel toplega",1
"trenutek, ko te Urša pogleda s tistimi velikimi očmi. Želje rastejo v cvetnih čašah",1
"nazadnje pa je Naska z glavo odrinila vrata in smuknila noter. Skočila je na $ sanj. Najprej je Naskin grobi jeziček izmil lepljivo peno, ki je obdajala Tašo. In $ je obdajala Tašo. Naska je pomignila s prvo zlato brčico, ta se je podaljšala",1
"na trebuščku. K Taši je prišla že pred petimi leti in pridno začela spletati $ dan je bila Taša zelo srečna: za pohvalo, ker je gladko znala poštevanko, je $ naravnost proti njej. Taša je od groze obstala kot pribita - premakniti se ni",1
"čoln, je pridrsala čarovnica, grda kot sodni dan. Sredi čela je imela eno samo $ ko je začula čarovnico, kako je začela brusiti velikanski nož, da jo zakolje. Kar $ ni je bilo. Čarovnica je vihala nos in kričala: »Kje si, kje si, da $ pretkanka,« je zarenčala čarovnica, zajahala čarobno metlo in hajdi za njo, da je piskalo $ ko se zlobna čarovnica vrže iz visoke višave na zemljo, da bi Barico ugrabila, $ v pajčevino povili. Čarovnica je kričala in vpila, a bolj ko je vpila, bolj $ dvignili vsi s čarovnico vred. Splavali so nad visoke hrastove vrhe in naprej, naprej, $ čof, so spustili čarovnico v vodo, sami pa so se kar vrnili domov, kjer",0
da ji pomore. Lisica pa se ji globoko prikloni in ji zopet izroči v zahvalo,1
"pomoč toliko oboroženih palčkov, da bodo vso zemljo pokrili kot roj zelenih kobilic.« Barica $ izza vsake bilke malček-palček in kmalu jih je bilo toliko, da je kar vsa $ zleze nanjo toliko palčkov kot mravelj in ji zveže roke in noge, prav kot $ njo?« so ugibali palčki, a Barica je pogodila pravo. Zavesljala je z lisičjim repom $ domov, kjer so palčki izvolili Barico, da jim je kraljevala, in mačko Mehkodlačko, da",1
"iz grmovja mlad zajček preko ceste, pa se ujame v past, ki je bila $ zame najboljša?« In zajček je dejal: »Na vse strani se obrni, pa se kmalu",1
"s svojo mačko Mehkodlačko v tesni, napol podrti kolibici kraj gozda, odkoder je držalo $ s svojo mačko Mehkodlačko. Ko ti hodi že dobro uro, zapazi v drugi zanki $ s svojo mačko Mehkodlačko naprej. Ali noč ju prehiti v gozdu in nista vedeli $ kraljevala, in mačko Mehkodlačko, da jim je lovila miši, ki so jim že od $ razpotju s svojo muco in premišljevala, kateri utegne biti zanjo pač najsrečnejši, skoči iz $ groza. Pograbila je muco in planila z njo k vhodu, toda vrata so bila $ okrog glave, vzame muco v naročje in — ni je bilo. Čarovnica je vihala",1
" Barica je bila majhna, uboga deklica. Imela je le staro mamico, $ kamor ti drago.« Barica vzame še lisičji rep, se lepo zahvali in gre dalje $ roj zelenih kobilic.« Barica vzame še rog, ga skrbno shrani in se odpravi s $ hajdi svojo pot. Barica je pobrala zajčev kožušček in je šla dalje po beli $ Tudi njemu pomore Barica in jelen ji da v spomin krasen rog ter ji $ perje na glavi. Barica se je izprva silno prestrašila, pa ker je znala starka $ pa je zapazila Barica kup človeških lobanj in na ražnju se je cvrlo nekaj $ Zdajci je obšla Barico strašna groza. Pograbila je muco in planila z njo k $ bo,« se prestraši Barica ter povleče izza predpasnika lisičji rep, zamahne z njim po $ bila za petami. Barica pa ne pomišlja dolgo. Spusti se na prostran travnik in $ vsa zemlja mrgolela. Barica jih milo prosi pomoči in ko se zlobna čarovnica vrže $ zemljo, da bi Barico ugrabila, zleze nanjo toliko palčkov kot mravelj in ji zveže $ ugibali palčki, a Barica je pogodila pravo. Zavesljala je z lisičjim repom po zraku $ so palčki izvolili Barico, da jim je kraljevala, in mačko Mehkodlačko, da jim je",1
"je le staro mamico, a ko ji je še ta umrla, je ostala sama",0
"velikanskem svetu živela babica. Bila je res velika, celo večja od dveh Triglavov, če $ dopoldne si je babica veselo žvižgala in delala krofe. Točno opoldne so bili krofi $ v kuhinjo vstopila babica. Hitro je skočila in čudežno ujela pladenj. En sam samcat",1
"precej manjša od dedka in vnučkov. Odločila se je, da bo za te vnučke $ na tla. Ojoj! Dedek je pohlevno zlezel vase. Samo prestrašene črne oči so kukale $ potisnila skozi vrata. Dedek je vzel še vroč krof in odšel. Vedel je, da",1
"od dedka in vnučkov. Odločila se je, da bo za te vnučke nekega dne $ bo za te vnučke nekega dne naredila krofe. Zamesila je testo, segrela olje in $ in babico obiskali vnučki. Najedli so se slastnih krofov, da so komaj dihali. Potem",1
"njivi. Pravi torej graščaku, naj stopi na njivo. Ko pride grašdak na njivo in $ njivo. Ko pride grašdak na njivo in vidi, kako se njegovi služabniki trudijo, da $ jim gre pomagat. Graščak prime za služabnika, služabnik za kuharico, kuharica za hlapca, hlapec",1
"ni domov, pošlje graščakinja kuharico na njivo. Ko pride kuharica na njivo in vidi, $ repe. Sedaj pošlje gospa služabnika, naj gre gledat, kaj se je primerilo onim trem, $ nikogar domov, začne graščakinjo skrbeti, ali se ni morda zgodila kakšna nesreča na njivi.",1
jo je grajski pisar. Ali glej! Iz tolikih zrn je zrasla ena sama repa.,1
"sama repa. Grajska dekla jo je morala vsak dan okopavati in opleti. Repa je $ pošlje grajska gospa deklo, naj gre repo izpulit. Dekla gre na njivo in zgrabi $ gre repo izpulit. Dekla gre na njivo in zgrabi repo za listje. Dekla vleče",1
"repe. Ker tudi hlapca ni domov, pošlje graščakinja kuharico na njivo. Ko pride kuharica $ v zemlji, prime hlapca, hlapec za deklo, dekla za repino listje, a vsi trije $ kuharico, kuharica za hlapca, hlapec za deklo, dekla za listje, toda vse zaman, repa",1
"domov, pošlje graščakinja kuharico na njivo. Ko pride kuharica na njivo in vidi, da $ njivo. Ko pride kuharica na njivo in vidi, da je repa še v zemlji, $ in prime za kuharico, kuharica za hlapca, hlapec za deklo, dekla za listje, toda",1
"Sedaj pošlje gospa služabnika, naj gre gledat, kaj se je primerilo onim trem, da $ ni nikogar domov. Služabnik pride na njivo in prime za kuharico, kuharica za hlapca, $ prime za služabnika, služabnik za kuharico, kuharica za hlapca, hlapec za deklo, dekla za",1
pa je prišla miška in je vso mast pojedla. Tako niso imeli v gradu,0
"zavzdihnil in zašepetal: »Mama!« Ko je odprl oči, se je začudeno zagledal v Sonjo. $ zaspati, mi je mama skuhala kamilice.« »Meni jih tudi,« mu je Sonja vrnila nasmeh. $ je otrok z mamo obiral dišeče kamilice. Smejala sta se in pela. To je",1
"vasi je živel starec. Sonja se je ogibala njegove hiše, pa tudi vaščani niso $ opraviti z njim. Starec je največkrat sedel na klopi pred hišo in rezbaril. Če $ Lepega dne pa starca ni bilo več na klopi. In ker ga tudi naslednje",0
"vasi živela deklica Sonja. Imela je čudovite svetlo modre oči, ki so bile nekaj $ Če jih je Sonja priprla in postrani pogledala skozi trepalnice, je videla nekaj, česar $ na sredo izbe. Sonja je kar skozi okno zlezla v hišico in stekla proti",1
"bom klical kar Spominčica.« ln ko je Spominčica priprla oči, je med svilnatimi trakovi $ bo spominjal nate.« Spominčica je odrasla in se odpravila v svet. V majhnem lesenem $ kdo podari šopek spominčic, te ima zares rad in te ne bo nikoli pozabil.",1
se je izrisala bolna gospa in ob njeni postelji otrok. Podoben je bil starcu. Premaknila,0
"in peli, le bled mladenič s starčevimi potezami je stal sam v senci drevesne krošnje.",0
"razbeljeni tovarniški peči. Utrujen moški je metal premog - lopato za lopato, - v požrešni",0
"je bil samo Čas. In kadar ni vedel, kaj početi, je lovil svoj rep. $ odgriznil. »Tpfej!« je Čas izpljunil rep iz gobca. »Živijo! « je rekel rep. Čas $ zabavaj!« je ukazal Čas. »To pa lahko,« je rekel rep. Začel je lesti vase",0
"mi je ime Leto,« je slovesno izjavil. »Spoštovani Čas, vabim vas, da si ogledate $ ogledate moje dneve.« Leto se je spretno zvilo v kolut In zavrtelo dneve kot $ začel nevljudno zehati. Leto se je ustavilo: »Kaj pa je? « »To ni več",1
"se je in Sanja je morala v posteljo. K sebi je stisnila Mihca in $ so vsi trije, Sanja, Mihec in Nina, pogledali skozi okno v temno noč. — $ »Joj,« je vzkliknila Sanja, »danes pa pol lune manjka! Poglejta!« »Res,« je rekel Mihec, $ se je začudila Sanja. »Najbrž,« se je domislil prebrisani Mihec, »aha, najbrž jo je $ je,« je rekla Sanja, »sami jo moramo poiskat.« »Sami je ne bomo našli. Poklicali",1
"sebi je stisnila Mihca in Nino, dvojčka iz cunj, ki sta ji vsak večer $ vsi trije, Sanja, Mihec in Nina, pogledali skozi okno v temno noč. — »Joj,« $ »Res,« je rekel Mihec, »luna je vendar okrogla!« Nina je pokimala. Ker je bil $ Ker je bil Mihec njen dvojček, sta vedno mislila eno in isto. »Kaj naj $ bi bilo navihanega Mihca, bi bila zjutraj njena postelja mokra od solz. »Luna mora $ je domislil prebrisani Mihec, »aha, najbrž jo je nekdo odrezal in jo odnesel s",1
"stisnila Mihca in Nino, dvojčka iz cunj, ki sta ji vsak večer pomagala zaspati. $ Sanja, Mihec in Nina, pogledali skozi okno v temno noč. — »Joj,« je vzkliknila $ je vendar okrogla!« Nina je pokimala. Ker je bil Mihec njen dvojček, sta vedno $ sedaj rekla še Nina. »Torej jo moramo najti in popraviti.« »Ampak, kako?« se je $ je žalostno vprašala Nina, »jo bo vrnil?«. »O ne, ne bo je,« je rekla",1
"se je s Sanjo in njenim bratcem odpeljal na pomladanski izlet. Seveda sta šla $ včasih rada imela Sanjo samo zase, da bi se sami igrali s punčkami. Mihec $ mu je zaklicala Sanja. »Seveda, zelo pazi! « je prikimala Nina, Mihec pa ga $ se stiskala k Sanji in mižala od strahu. Doma je mamica koleno obvezala in $ ni nič hudega. Ampak Sanji in cunjastima dvojčkoma se je zdelo zelo hudo. Poleg tega $ strani nekaj zašepetala Sanji v uho. In vsi trije so skupaj odšli ven. Bratec, $ kmalu pritekla nazaj Sanja. Z drugo roko je za drobceno roko držala Mihca, ta $ « je vprašala Sanja. »Bova! « sta zapel v dvoje. Vedela sta, da mora $ Ko se je Sanja vrnila, je njen mali bratec mirno spal. Pregrinjalo, posuto z",1
"tudi cunjasta dvojčka Mihec in Nina. Čeprav se skoraj nikoli nista ločila, bi Nina $ igrali s punčkami. Mihec pa bi včasih rad zaspal pri Sanjinem bratcu ali se $ je prikimala Nina, Mihec pa ga je strahoma pogledoval izpod čela. Vendar je bratcu $ držal v naročju. Mihec in Nina sta se stiskala k Sanji in mižala od $ moral popolnoma mirovati. Mihec je prijel Nino za roko in ji nekaj čisto tiho $ drobceno roko držala Mihca, ta pa Nino, ki se je smejala na vsa usta. $ od blizu opazovala. Mihec je z dlanmi zaslonil usta in rekel Nini na uho: $ « je rekel Mihec in zaupljivo prijel Nino za roko. »Prav, « se je $ seboj vzela Nino, Mihca pa do jutra pustila pri njem.",1
"dvojčka Mihec in Nina. Čeprav se skoraj nikoli nista ločila, bi Nina včasih rada $ nista ločila, bi Nina včasih rada imela Sanjo samo zase, da bi se sami $ « je prikimala Nina, Mihec pa ga je strahoma pogledoval izpod čela. Vendar je $ naročju. Mihec in Nina sta se stiskala k Sanji in mižala od strahu. Doma $ Mihec je prijel Nino za roko in ji nekaj čisto tiho povedal. Potem sta $ Mihca, ta pa Nino, ki se je smejala na vsa usta. Vedno je bila $ usta in rekel Nini na uho: »Brez skrbi, kmalu bomo spet skupaj tekali in $ « je pomežiknila Nina. Takrat je v otroško sobo prišla mamica in prinesla skodelico $ in zaupljivo prijel Nino za roko. »Prav, « se je Nina strinjala, »zdaj pa $ « se je Nina strinjala, »zdaj pa mu zapojva uspavanko! « Ko se je $ s seboj vzela Nino, Mihca pa do jutra pustila pri njem.",1
"lahko samo gledal. Bratec se še nikoli ni povzpel tako visoko na plezalih, zato $ skupaj odšli ven. Bratec, ki je ostal sam, se je žalostno spraševal, ali bo $ ga lahko obiščejo. Bratcu je bilo prijetno, da se vse vrti okoli njega. »Ko",0
"»Joj, se je očka prestrašil, »Takoj gremo domov! « Sinko se mu je tako",1
"saj so včasih kralji in bogataši tudi hodili k maši, še bolj kakor siromaki.",1
"grad. Kralj in kraljica sta bila zelo vesela in naredili so veliko svatbo. Pa sta $ in plazila kača. Kraljica se je prestrašila in je obljubila, da bodo tistemu, ki",1
"»Da bi postal kača, ker ne ubogaš in ne greš k maši!« Ko je $ zvijala in plazila kača. Kraljica se je prestrašila in je obljubila, da bodo tistemu, $ prosil. Kraljevič – kača – pa pravi: »Mati in oče, vidva nimata toliko premoženja",0
"je živel kraljevič. Mati ga je zjutraj budila, naj vstane, da bo šel k $ pa ni vstal. Mati je že drugič prišla in ga spet priganjala, pa le $ da če je mati dete v kaj zaklela, je tisto tudi v resnici postalo.",0
"gre k maši. Kraljevič pa ni vstal. Mati je že drugič prišla in ga $ ga bo prosil. Kraljevič – kača – pa pravi: »Mati in oče, vidva nimata",1
"me bo junaška Vida, ki se bo danes rodila.« Zares, Vida je rasla, kraljevič $ danes rodila.« Zares, Vida je rasla, kraljevič pa je bil še naprej kača. Ko $ Ko je bila Vida stara štirinajst let, je zgodaj zjutraj šla plet proso. Bila",1
