review,sentiment
"ji je rekel, »se bova poigrala!« »Ne grem,« je rekla lastavica. »Ti bom vjel $ Joško. »Jih znam sama bolje loviti, kakor ti,« je odgovarjala lastavica. »Pojdi!« »Ne grem.« $ »Kdo je bil pa včeraj našeškan, kdo?« se je smejala lastavica. Joško je napravil $ danes sem pa priden!« »Kdo ve?« se je spet smejala lastavica. Zdaj je bilo",0
"in jokala pred zaprto jamo, dokler se je ni usmilila vila z Menine planine.",1
" Gorjanci pripovedujejo, da je",1
"Grada je nekoč v revni bajti na samoti živela uboga bajtarica, ki ni imela $ jamo z zakladom. In glej: jama se je odprla, uboga bajtarica pa je ostrmela $ si ga to noč nagrabila v predpasnik.« Vila je izginila, bajtarica pa je odšla",0
"kresni večer, je nekega, kresnega večera vzela v naročje svojega otroka ter odšla iskat $ od bleščave zlata in srebra. Stopila je v jamo, odložila otroka na skalo ter $ v jamo. Šele zunaj se je žena spomnila, da je otroka pozabila v jami. $ jo boš zalivala s solzami. V jami boš našla svojega otroka, a samo tedaj, $ je odšla domov in dan in noč jokala za izgubljenim otrokom. Toliko solz je",1
"je neki lovec hodil po gozdu in zagledal tam daleč medveda. Od strahu se $ lepo skregava, se začneva magati. - No prav! je dejal medved in je šel $ kreganjem! Lovec je vzel svojo puško in začel streljati. Ubogega medveda je zabolelo po $ zabolelo po vsem životu! - Nehaj, nehaj, je začel vpiti medved, če so tvoje $ kdo ve, kako si močan ti! Tako je mož premagal medveda. ",0
"neki je Nekoč lovec hodil po gozdu $ na bulo, je začel vpiti: - Dajva začeti s kreganjem! Lovec je vzel svojo $ ustavil in se je skril za drevo. Medved, ki je moža opazil, se je $ - Zakaj bi se magala brez vsakega vzroka? je rekel mož. Prej se morava $ je tudi res. - Pojdi malo bolj daleč, je dejal mož, bolj tja, do $ v život, kdo ve, kako si močan ti! Tako je mož premagal medveda.",1
"v nji obhajati božja služba, dokler bi ne imel svetega ptiča, kateri ima zlato $ ptiča, kateri ima zlato perje. Pa kje bi bil ta ptič, tega ni znal $ križopotji obesijo na drevo tri vence; kateri bi našel svetega ptiča, imel bi vedno $ katera ga pouči kod ima iti. Rekla mu je: «Tisti ptič je na Turškem, $ turške dežele, ter najde razrušeno cerkev. Tu je letal zlati ptič od oltarja do $ od oltarja do oltarja, ter lepše pel ko najmilejša godba. Ptič mu zleti na $ Žalost bila je velika, ko sta raztrosila grozno vest. Zlati ptič ni nič več $ v cerkev. Ko je prestopil cerkveni prag, zapel je sveti ptič prvič odkar so $ ker ni šel v cerkev, bi saj slišal peti zlatega ptiča. Drugo nedeljo zgodi $ grof k vratom stražo, da bi spoznal za koga voljo ptič vender zapoje. Tudi $ voljo ptič vender zapoje. Tudi takrat prišel je grofič. Najnazadnje ptič je zapel, stražar $ vstal ter stopil skozi vrata vtihnil je ob enem zlati ptič. Stražar stopi za $ «Zdaj moraš z menoj, ker grof hoče vedeti zakaj zlati ptič ravno za tebe",1
Tam se razidejo — a v bližnji krčmi sestaneta se starejša brata zopet. Tam pijeta,0
"pridejo do križopotja, kjer so obesili vence, bil je venec najmlajšega brata še lep cveteč,",1
"neki samoti na pol podrto kočo; tu je živela stara ženica, katera ga pouči",1
"je zdaj lep grad v njem pa so bivale tri princesinje, katere so grofiču $ žreblji.» Kmalu potem oženil se je najmlajši sin z lepo princesinjo, starejša pa sta",1
"kraj kjer je gospodoval njegov oče, ter stopi pri nekem čevljarji za pomagača. V $ stopi pri nekem čevljarji za pomagača. V nedeljo ga vpraša čevljar če pojde k",1
"zapoje. Tudi takrat prišel je grofič. Najnazadnje ptič je zapel, stražar pa si dobro",1
"se je moral do drugega dne skriti. Zvečer zbere grof sodnike, ter je vprašal, $ brata sam oslepil, ter ga zapustil v smrtni nevarnosti. Vsak sodnik je izrekel grozno",0
v tem onemogel ležal na samotnem griči. Kar priletita dva vrana in eden pravi,0
hoče vedeti zakaj zlati ptič ravno za tebe voljo poje.» Grof na mah spozna,1
"živela je Nadiže blizu čelom skalnatim Pod lisica, ki je imela $ valjale po travi: zvečer pa so imele šolo in mati lisica jih je učila, $ Kocijana. Tam so se odpo­čile in potem jim je mati lisica dejala: - Vstanite $ kje se spet srečamo? - Ah, moji otroci, je rekla lisica, od zdaj bo",1
"skalnatim čelom blizu Nadiže je živela lisica, ki je imela mlade. Vsak dan je $ je­sti. Nosila je domov kokoši, polhe, ptice, zato so nje­ne mlade lepo rasle. Pod $ smejo v življenju ničesar bati. Nekega dne, ko so bile mlade že odraščene, jih",1
"mi jih ostane še š e s t!« — veli Kurent ter gre dalje $ je pa bil sam Gospod Bog. Ker pa ni imel Kurent nobenega vinarja več $ da mu — suknjico. Na to pa reče berač: »Ti Kurent, ti si res $ pa ti poželeli« — »Ha ha ha!« — zasmeje se Kurent — »kaj mi $ bi vedno bolj pekla, če bode kdo na nji!« — Kurent se je le $ sebe zagleda železno stolico -- a berača ne ugleda nikjer. Kurent si misli: »Naj $ le, krak gosposki, ti jo že zasolim!« — misli si Kurent. Vzame puško, pomeri, $ »Halooo! gospod moj, ali ste mož svojih besedij!?« — upije Kurent. Gospod pa se $ veliko opreznostjo skozi robido. Ko pa prileze do srede, vzame Kurent goslice ter začne $ nje, kjer je skakal, prosil in rotil še dolgo časa, Kurentu pa se je $ čakal le še povelja, da mu zavije vrat; kar spregovori Kurent: »Gospodje sodniki! Kdorkoli $ se že v robidi naplesal!« Njega privežejo h kolu, a Kurentu dajo goslice. Kurent $ robidi naplesal!« Njega privežejo h kolu, a Kurentu dajo goslice. Kurent zagode, a vsi $ dajajte mu! Ali sem vam dejal, da ne dajajte mu!« Kurent jo je počasi $ Nikomur pa ni prišlo na um, da bi tekel za Kurentom. Kurent je šel $ pa ni prišlo na um, da bi tekel za Kurentom. Kurent je šel po $ kjer je služil mnogo let. Kar se domisli Smrt tudi Kurenta ter pride ponj. $ se domisli Smrt tudi Kurenta ter pride ponj. Reče mu: «Kurent, čas bi bil, $ te peljem k Bogu!« — »Prav imaš!« — odgovori jej Kurent: — »pa pojdi, $ jih Bogu za dar!« Smrt hoče lezti na drevo, a Kurent jo priveže z $ dobil pa s palico že za zajutrek. Ko Smrtnik obljubi Kurentu, da ga ne $ pride ponj sam lucifer, da poskusi tudi on kaj zna Kurent. Kurent ubode z $ ponj sam lucifer, da poskusi tudi on kaj zna Kurent. Kurent ubode z šivanko $ to vrlo lehko — in koj se spravi v meh. Kurent pa zašije ono $ u d i č' ves polomljen. Na to ga izpusti. Kurent pa je koval $ bilo tako srčnega hudiča, ki bi se upal iti po Kurenta. Čez nekaj let $ 'ta čotasti' (-od ital, ciotto — hrom-), da on pripelje Kurenta. Oj, kako so $ veseli, ker zopet jim je sijalo solnce upanja. Pride h Kurentu. Kurent pa govori: $ ker zopet jim je sijalo solnce upanja. Pride h Kurentu. Kurent pa govori: »Oj, $ opočiješ!« Hudič se usede ali joj: ustati ne more več. Kurent pa se smeje, $ je hudič zvijal od bolečin. Z železom mu je odžgal Kurent še drugo nogo, $ na obe nogi. Hudič je upil, prosil, klel — a Kurent se je smijal $ 'okom'? — Po mnogih letih se je naveličal življenja tudi Kurent. Nekega dne reče: $ tako močno: da s kremplji prebodejo duri skozi in skozi. Kurent pa si misli: $ hotel odpreti češ: da je na svetu počel preveč neumnosti. Kurent pa de: »Na $ pa de: »Na malo vina pa vendar vzameš od grešnega Kurenta, — a razkoračiti $ moraš če hočeš piti!« Sv. Peter vzame, se razkorači a Kurent uteče skozi 'koračo' $ no, ker sedi na — svojem!« Tako, vidite, prišel je Kurent v nebesa: sleparil",1
"ter gre proti nekemu mestu. Tam na nekem pašniku ugleda gospoda, ki je streljal",1
"še jeden berač — ki je pa bil sam Gospod Bog. Ker pa ni $ Reče mu: «Kurent, čas bi bil, da te peljem k Bogu!« — »Prav imaš!« $ na to-le jablano in utrgaj košek lepih jabolk. Poneseva jih Bogu za dar!« Smrt $ pravi: »Ooo, jaz sem na svojemu.« Sv. Peter ga zatoži Bogu, ki ga pa",1
"skozi to-le luknjico, pojdem; če ne, pa ne pojdem!« Se-ve hudiču je bilo to",0
"pa kupi vina ter gre k nebeškim vratam, a sv. Peter mu ni hotel $ Kurenta, — a razkoračiti se moraš če hočeš piti!« Sv. Peter vzame, se razkorači $ na njo ter pravi: »Ooo, jaz sem na svojemu.« Sv. Peter ga zatoži Bogu, $ Sv. Peter ga zatoži Bogu, ki ga pa pokrega: »Ej, Peter, grlo, grlo te",1
"sem sedem belih vinarjev zaslužil in jedno suknjico!« Sreča ga berač, ki mu pravi: $ zaslužil in jedno suknjico! Jeden vinar pa sem daroval potrebnemu beraču!« Se ve, da $ smejalo kar vse od kraja! No, zato pa ga nadlegujejo berači drug za drugim; $ suknjiča. Ali glej, poprosi ga za mili dar še jeden berač — ki je $ več — da mu — suknjico. Na to pa reče berač: »Ti Kurent, ti $ žepu ima niti, poleg sebe zagleda železno stolico -- a berača ne ugleda nikjer. $ za vratih zagleda na tleh suknjico, katero je daroval tistemu beraču, poskoči na njo",0
"nekem kovaču, kjer je služil mnogo let. Kar se domisli Smrt tudi Kurenta ter $ in utrgaj košek lepih jabolk. Poneseva jih Bogu za dar!« Smrt hoče lezti na $ je imel dolgo časa. Takrat ni umrl na svetu nihče. Smrt ga prosi, zdihuje, $ na kar teče domu, da se je kadilo za njo. Smrtnik (-njen mož-) pravi: $ jih je dobil pa s palico že za zajutrek. Ko Smrtnik obljubi Kurentu, da",0
"pa s kolesom, ki ga je snel od voza nekega kmeta, ki je prejšnji",1
"pa bom pazil, da se ne prikrade v bližino kakšna lisica, ki bi jo nama",0
"kaj za pod zob. Prvi je po cesti prištorkljal star pastir, ki je gnal",0
"sta dejala, »da ima vaš voz troje koles in tudi kobilica vam nekam šepa. $ vzkliknil: »Čisto pravšnja je, kot vlita zanjo.« Ko je bila kobilica podkovana, se je",1
"rekel jutra nekega je svetu,« po skupaj »Pojdiva Anže tovarišu, ki je $ denarja, da bi si kupila brašna za na pot, je Anže vtaknil v žep $ popihala iz mesta, ne da bi se poslovila od domačih: Anže s podkvijo v $ kruliti v želodcu od lakote. Drugi dan pa je rekel Anže: »Počijva malo, da $ cesti prištorkljal star pastir, ki je gnal ovce na pašo. Anže mu je zastavil $ težkim košem na rami. »Zdaj pa ti poskusi srečo,« reče Anže prijatelju, ki je $ se ni zvrnil v jarek. »Tale bo pravi,« je rekel Anže in brž potegnil $ vasice. Nazadnje, ko sta se čutila na varnem, je rekel Anže: »Le kdo je $ srečala fanta. »Kaj bi po nepotrebnem brusila pete,« je rekel Anže. »Ubogajva starčka, leziva $ mimo sova, ki je v noči lovila. »Ježešna,« je vzkliknil Anže, »piška nama je $ pred nosom ugrabila.« In tako kot sta sklenila, je bil Anže na straži, njegov prijatelj $ kar pokalo v sklepih. Ko pa se je zdanilo, je Anžeta minil strah, pa se $ je lovila gospodinja, da jo bo spekla mlatičem za kosilo. Anže in njegov prijatelj pa",0
"Tok, tok, tok je udarjalo po cesti. Bil je ubog berač z leseno nogo $ prišel do tiste dežele, ki jo vidva iščeta,« je rekel berač. »Najbolje bo, da",0
"čakala, kaj bo. Kmalu se je privila izpod mize bela kača z lepo krono $ pa so božali in gladili lepega ptička. Ko se je kača najedla, je stresla $ glave in se spet izgubila v luknjo. Brž, ko je kača izginila, je mati $ je bil pri hiši tisti rod, ki je z belo kačo prijazno in lepo",1
"majhne imela je in kmetica je Bila otroke. Hodila je na $ in je imela majhne otroke. Hodila je na polje delat, otroke pa je puščala $ vse pojedli, zato jih je mati hvalila, dn so pridni. Otroci pa so rekli: $ je z otroki. Vendar se ji je čudno zdelo, da otroci pripovedujejo o lepem",1
"krone. Dala jo je v skrinjo, kjer so imeli prejo. Ded je pozimi prejo",1
"niso bili lačni. Vselej so vse pojedli, zato jih je mati hvalila, dn so $ ne jemo sami, k nam hodi tudi lep ptiček jest. Mati si je mislila, $ lepo krono na glavi ter se zvila najmlajšemu v naročje. Mati je bila vsa $ spet izgubila v luknjo. Brž, ko je kača izginila, je mati skočila v vežo",1
"je za dediščino zapisal samo eno hišo, en polovnjak vina, mačko, kozo, srp in $ najstarejši je dobil koso, srednji srp, najmlajšemu pa sta dala mačko in se norčevala $ se starejša brata mlajšemu smejala, češ da ne more oddati mačke. Dobro! Gredo dalje $ Koliko mi daste zanjo?« »Šesto rajnišev,« pravijo vsi. Najmlajši spusti mačko na tla, mačka $ zanjo?« »Šesto rajnišev,« pravijo vsi. Najmlajši spusti mačko na tla, mačka hitro razpodi miši, $ naj vse znosijo iz hiše, okna zadelajo s slamo in mačko zaprejo v hišo. $ mačko zaprejo v hišo. Nato naj hišo zažgejo, da bo mačka zgorela. Krčmar pa $ spleza na jagned poleg hiše, kajti mislil si je: »Če mačka pride ven, me $ pride ven, me ne bo našla.« Res, hiša se vname, mački je bilo že $ je bilo zaphano okno. Skoči skozi okno in po svoji mačji navadi naravnost na $ prestrašil in padel z drevesa, ker je mislil, da gre mačka nad njega. Mačka $ se je in zbežala za svojim starim gospodarjem. Tako je mačka pribežala za svojim $ najmlajšim bratom, ki je imel zdaj šeststo rajnišev pa še mačko nazaj. Sinovi pridejo $ treba varovati grofa?« »Šesto rajnišev,« pravi grofica. Najmlajši ji da mačko, nato pa dobi $ kot da bi mi ljudi in konje jedla.« Zares požene mačko z gradu. Mačka $ pribeži za svojim gospodarjem in tako je mlajši brat dobil mačko nazaj in še",1
"Neki oče je imel 3 $ polovnjak vina, mačko, kozo, srp in enega bika. Ko je oče umrl, so sinovi",1
"dalje in pridejo do krčme, kjer so gostje ravno jedli, krčmar pa jim je $ pa prav mene pojedla.« Ko so trije bratje odšli, ukaže krčmar, naj vse znosijo $ mačji navadi naravnost na jagned, na kateri je bil naš krčmar Vrban. Ko je $ jagned, na kateri je bil naš krčmar Vrban. Ko je krčmar to videl, se",0
"da hlapcem ne bo treba varovati grofa?« »Šesto rajnišev,« pravi grofica. Najmlajši ji da $ je imel zdaj dvanajststo. Nato odidejo. Ko so odšli, se grofica spomni, da je $ razumel: konje in ljudi. Hitro je tekel nazaj in rekel grofici: »Ta stvar je $ je konje in ljudi.« »To pa ni dobro,« si misli grofica, »pa že rajši",0
"pridejo do nekega gradu pa vprašajo, kaj pri njih delajo hlapci. Grofica jim odgovori: $ brat: »Kaj mi daste, če vam dam takšno stvar, da hlapcem ne bo treba $ da je pozabila vprašati, kaj ta stvar je. Hitro pošlje hlapca za njimi, naj",1
"stvarca!« In v starih copatah, velikih kot čoln, je pridrsala čarovnica, grda kot sodni $ je vse druge nesrečnike,« tako je tarnala, ko je začula čarovnico, kako je začela $ glave, vzame muco v naročje in — ni je bilo. Čarovnica je vihala nos $ pod jasnim, zvezdnatim nebom. »Ušla mi je, pretkanka,« je zarenčala čarovnica, zajahala čarobno metlo $ mrgolela. Barica jih milo prosi pomoči in ko se zlobna čarovnica vrže iz visoke $ roke in noge, prav kot bi jo v pajčevino povili. Čarovnica je kričala in $ repom po zraku in kmalu so se dvignili vsi s čarovnico vred. Splavali so $ so bili prav nad sredino morja — čof, so spustili čarovnico v vodo, sami",0
"vso krvavo in upehano, in stopi bliže, da ji pomore. Lisica pa se ji globoko",1
"zahvalo! Kadar zatrobiš nanj, ti priteče na pomoč toliko oboroženih palčkov, da bodo vso $ je bil izročil jelen. Zdajci se dvigne izza vsake bilke malček-palček in kmalu jih $ višave na zemljo, da bi Barico ugrabila, zleze nanjo toliko palčkov kot mravelj in $ več ganiti ni mogla. »Kaj bi z njo?« so ugibali palčki, a Barica je $ vodo, sami pa so se kar vrnili domov, kjer so palčki izvolili Barico, da",1
"kateri utegne biti zanjo pač najsrečnejši, skoči iz grmovja mlad zajček preko ceste, pa $ teci, pa mi reci, katera pot bo zame najboljša?« In zajček je dejal: »Na",1
"je še ta umrla, je ostala sama s svojo mačko Mehkodlačko v tesni, napol $ in je šla dalje po beli stezici s svojo mačko Mehkodlačko. Ko ti hodi $ rog, ga skrbno shrani in se odpravi s svojo mačko Mehkodlačko naprej. Ali noč $ so palčki izvolili Barico, da jim je kraljevala, in mačko Mehkodlačko, da jim je $ devetero strani sveta. Ko je stala na razpotju s svojo muco in premišljevala, kateri $ človeku podobnega. Zdajci je obšla Barico strašna groza. Pograbila je muco in planila z $ se domisli zajčje kože, ovije si jo okrog glave, vzame muco v naročje in",1
" Barica je bila majhna, $ z njim zamahneš, priveslaš zdajci po zraku, kamor ti drago.« Barica vzame še lisičji $ palčkov, da bodo vso zemljo pokrili kot roj zelenih kobilic.« Barica vzame še rog, $ rekši, se ji zahvali za pomoč, pa hajdi svojo pot. Barica je pobrala zajčev $ oplel med vejevje in ni mogel dalje. Tudi njemu pomore Barica in jelen ji $ in namesto las ji je poganjalo ptičje perje na glavi. Barica se je izprva $ in skleda globoka kot vodnjak. Kraj peči pa je zapazila Barica kup človeških lobanj $ se je cvrlo nekaj povsem človeku podobnega. Zdajci je obšla Barico strašna groza. Pograbila $ ter jame vihteti velikanski nož: »Nasadila me bo,« se prestraši Barica ter povleče izza $ veje lomil … A že ji je bila za petami. Barica pa ne pomišlja $ jih je bilo toliko, da je kar vsa zemlja mrgolela. Barica jih milo prosi $ zlobna čarovnica vrže iz visoke višave na zemljo, da bi Barico ugrabila, zleze nanjo $ ni mogla. »Kaj bi z njo?« so ugibali palčki, a Barica je pogodila pravo. $ pa so se kar vrnili domov, kjer so palčki izvolili Barico, da jim je",1
"Barica je bila majhna, uboga deklica. Imela je le staro mamico, a ko ji",0
"se ni morda zgodila kakšna nesreča na njivi. Pravi torej graščaku, naj stopi na $ njivi. Pravi torej graščaku, naj stopi na njivo. Ko pride grašdak na njivo in $ njegovi služabniki trudijo, da bi izpulili repo, jim gre pomagat. Graščak prime za služabnika,",1
"moreta izpuliti velikanske repe. Ker tudi hlapca ni domov, pošlje graščakinja kuharico na njivo. $ listje, a vsi trije ne morejo izpuliti repe. Sedaj pošlje gospa služabnika, naj gre $ zaman, repa neče iz zemlje. Ker ni nikogar domov, začne graščakinjo skrbeti, ali se",1
gradu so nasejali njivo z repo. Sejal jo je grajski pisar. Ali glej! Iz,1
"glej! Iz tolikih zrn je zrasla ena sama repa. Grajska dekla jo je morala $ da take še niso videli. Nekega dne pošlje grajska gospa deklo, naj gre repo $ Nekega dne pošlje grajska gospa deklo, naj gre repo izpulit. Dekla gre na njivo",1
"za listje a ne moreta izpuliti velikanske repe. Ker tudi hlapca ni domov, pošlje $ njivo in vidi, da je repa še v zemlji, prime hlapca, hlapec za deklo, $ Služabnik pride na njivo in prime za kuharico, kuharica za hlapca, hlapec za deklo,",1
"izpuliti velikanske repe. Ker tudi hlapca ni domov, pošlje graščakinja kuharico na njivo. Ko $ hlapca ni domov, pošlje graščakinja kuharico na njivo. Ko pride kuharica na njivo in $ ni nikogar domov. Služabnik pride na njivo in prime za kuharico, kuharica za hlapca,",1
"a vsi trije ne morejo izpuliti repe. Sedaj pošlje gospa služabnika, naj gre gledat, $ kaj se je primerilo onim trem, da ni nikogar domov. Služabnik pride na njivo $ bi izpulili repo, jim gre pomagat. Graščak prime za služabnika, služabnik za kuharico, kuharica",1
spravili mast v orehovo lupino. Nekega dne pa je prišla miška in je vso,0
"živel je Nekoč car, ki je imel $ naj poizkusi vse, da jo ozdravi. Zdravnik pa je dejal carju: »Veličanstvo! Njena bolezen $ da je lahko videl, kaj dela zdravnik. Ta je položil carjevo hčer na mizo, $ se počuti bolje kot poprej. Ko je ozdravela, je poklical car zdravnika in mu $ mu je odgovoril: »Hočem, da umoriš mojega učenca«. Ko je car to slišal, se $ tega ne«. Zdravnik ni hotel drugega. Deček pa je dejal carju: »Veličanstvo, vidim, da $ prinesel zdravnik najmočnejšega strupa in ga je dal dečku pred carjevimi očmi. Deček pa $ Čez sedem ur je stopil zopet čil in zdrav pred carja in dejal: »Zdaj $ padajo ptice mrtve na zemljo«. Na te besede sta odšla car in zdravnik. Na $ in zdravnik. Na četrti dan se je zopet prikazal pred carjem, nalil pred njegovimi $ v steklenico nekoliko vode in jo zapečatil. Nato je dejal carju, naj pokliče zdravnika.",1
"imel je ki car, živel je Nekoč zdravnika; ta je bil $ svetu, da bi poizkusil srečo, tako je prišel tudi k zdravniku. Ko je ta $ stvari skrival pred njim, tako da je postal učen kot zdravnik in skoraj še $ ki jo je že dolgo mučil glavobol. Car je ukazal zdravniku, naj poizkusi vse, $ teh bolečin ni ni mogoče več prenašati«. Car je dal zdravniku dovoljenje; ta se $ pod tako veliko luknjo, da je lahko videl, kaj dela zdravnik. Ta je položil $ počuti bolje kot poprej. Ko je ozdravela, je poklical car zdravnika in mu je $ nočeš storiti hudega, in da imaš usmiljenje z menoj; toda zdravnik noče drugače, kot $ ker se mu je zdelo najlože, da izbere njega za zdravnika. Zaukazal je, in $ njega za zdravnika. Zaukazal je, in drugi dan je prinesel zdravnik najmočnejšega strupa in $ je dal dečku pred carjevimi očmi. Deček pa je vprašal zdravnika: »Koliko ur še $ mrtve na zemljo«. Na te besede sta odšla car in zdravnik. Na četrti dan $ vode in jo zapečatil. Nato je dejal carju, naj pokliče zdravnika. Ko je ta $ steklenico v roko, boš umrl«. In res, ko jo je zdravnik zgrabil, je padel",0
"ta česa ne navadil od njega. Živel pa je zvit deček, ki se je $ prišel tudi k zdravniku. Ko je ta videl, da je deček mutast, je dejal $ bil s tem zadovoljen, prvič, ker ni hotel, da bi deček umrl, in drugič,",1
"kot zdravnik in skoraj še bolj. Car pa je imel hčer, ki jo je $ varuj — umrje tvoja hči«. Car pa je vprašal svojo hčer, ki mu je $ zdravniku dovoljenje; ta se je zaprl s carjem in njegovo hčerko v sobo in $ je lahko videl, kaj dela zdravnik. Ta je položil carjevo hčer na mizo, jo $ dejal: »Kaj hočeš, da ti dam, ko si mi ozdravel hčer?« Zdravnik mu je",1
